model,framework,query_idx,final_pass,delivered,artifact_delivered,official_delivered,tokens,cost_usd,runtime_seconds,failure_reason
gemma,solo_cot,136,False,True,True,True,5343,0.00081874,92.5515,hard:valid_cost
gemma,solo_cot,137,False,True,True,True,5063,0.00077694,47.6812,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,138,False,True,True,True,5049,0.00072687,35.971,hard:valid_cost
gemma,solo_cot,139,False,True,True,True,6357,0.00089241,34.7679,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,140,False,True,True,True,8504,0.00130158,100.3537,hard:valid_cost
gemma,solo_cot,141,False,True,True,True,8703,0.00133776,54.6001,hard:valid_cost
gemma,solo_cot,142,False,True,True,True,8613,0.0013223,98.5574,hard:valid_cost;hard:valid_room_type
gemma,solo_cot,143,False,True,True,True,6524,0.00097262,34.2243,hard:valid_cost
gemma,solo_cot,144,False,True,True,True,6060,0.0009123,71.321,hard:valid_cost
gemma,solo_cot,145,True,True,True,True,7188,0.00114334,75.0085,
gemma,solo_cot,146,False,True,True,True,7188,0.00104369,45.3796,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,147,False,True,True,True,6812,0.00107276,54.1869,hard:valid_cost
gemma,solo_cot,148,True,True,True,True,6158,0.0013804,122.9707,
gemma,solo_cot,149,False,True,True,True,7657,0.00111741,45.9065,hard:valid_cost
gemma,solo_cot,150,False,True,True,True,8466,0.00130822,111.1865,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,151,True,True,True,True,6980,0.00103365,49.0613,
gemma,solo_cot,152,False,True,True,True,7925,0.001145,65.0113,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,153,False,True,True,True,8776,0.00125713,53.3853,hard:valid_cost
gemma,solo_cot,154,False,True,True,True,7284,0.00106592,69.2675,hard:valid_cost
gemma,solo_cot,155,False,True,True,True,7261,0.00113484,67.5863,hard:valid_cost
gemma,solo_cot,156,False,True,True,True,7549,0.00117022,60.2168,hard:valid_cost
gemma,solo_cot,157,False,True,True,True,9118,0.0019532,47.6734,hard:valid_cost
gemma,solo_cot,158,False,True,True,True,8658,0.00133094,78.7268,hard:valid_cost
gemma,solo_cot,159,False,True,True,True,5952,0.00089501,47.5585,hard:valid_cost
gemma,solo_cot,160,False,True,True,True,9023,0.00143534,113.0043,hard:valid_cost
gemma,solo_cot,161,False,True,True,True,9334,0.00146536,269.5147,commonsense:valid_restaurants;hard:valid_cost
gemma,solo_cot,162,True,True,True,True,10072,0.00147536,71.2028,
gemma,solo_cot,163,False,True,True,True,8705,0.0019447,43.993,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,164,False,True,True,True,11152,0.00172794,256.272,hard:valid_cost
gemma,solo_cot,165,False,True,True,True,8275,0.0013418,67.0183,hard:valid_cost
gemma,solo_cot,166,False,True,True,True,10354,0.00162688,123.1913,hard:valid_room_type
gemma,solo_cot,167,False,True,True,True,9708,0.00142804,57.9048,commonsense:valid_transportation
gemma,solo_cot,168,True,True,True,True,8311,0.0018725,64.106,
gemma,solo_cot,169,False,True,True,True,11354,0.0024457,45.4997,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,170,False,True,True,True,11815,0.00180828,43.2715,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,171,False,True,True,True,10678,0.00167432,141.9042,hard:valid_cost
gemma,solo_cot,172,False,True,True,True,8930,0.00143376,60.9601,hard:valid_cost
gemma,solo_cot,173,True,True,True,True,8471,0.00128023,62.4177,
gemma,solo_cot,174,True,True,True,True,8622,0.00138258,157.8717,
gemma,solo_cot,175,True,True,True,True,9461,0.00139543,64.5747,
gemma,solo_cot,176,False,True,True,True,10053,0.00158084,71.0669,commonsense:valid_accommodation
gemma,solo_cot,177,False,True,True,True,10531,0.00163554,75.4973,commonsense:valid_transportation
gemma,solo_cot,178,False,True,True,True,11538,0.00165244,57.8245,commonsense:valid_accommodation
gemma,solo_cot,179,False,True,True,True,10398,0.00149899,52.6981,hard:valid_cost
gemma,solo_direct,90,False,True,True,True,7868,0.00114359,192.9094,commonsense:valid_accommodation;hard:valid_room_type
gemma,solo_direct,91,False,True,True,True,9077,0.00129776,158.95,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_direct,92,False,True,True,True,7730,0.0011189,112.627,hard:valid_cost
gemma,solo_direct,93,True,True,True,True,7944,0.00114097,133.7705,
gemma,solo_direct,94,False,True,True,True,7450,0.00116286,198.0,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost
gemma,solo_direct,95,False,True,True,True,7598,0.00110074,76.3311,commonsense:valid_info_sandbox;commonsense:valid_transportation;commonsense:valid_accommodation
gemma,solo_direct,96,False,True,True,True,7837,0.0017345,104.3866,commonsense:valid_info_sandbox
gemma,solo_direct,97,True,True,True,True,7970,0.00115235,158.1798,
gemma,solo_direct,98,True,True,True,True,7745,0.00120754,163.7771,
gemma,solo_direct,99,False,True,True,True,7388,0.0016132,140.1718,commonsense:valid_restaurants;hard:valid_cost;hard:valid_room_type
gemma,solo_direct,100,True,True,True,True,9349,0.00148176,136.9007,
gemma,solo_direct,101,False,True,True,True,9160,0.0013633,84.4897,hard:valid_cost
gemma,solo_direct,102,False,True,True,True,9478,0.00139939,79.6485,hard:valid_cost
gemma,solo_direct,103,True,True,True,True,9160,0.00137855,67.8989,
gemma,solo_direct,104,False,True,True,True,9952,0.00145826,69.0061,commonsense:valid_info_sandbox
gemma,solo_direct,105,True,True,True,True,9881,0.00155078,147.2823,
gemma,solo_direct,106,False,True,True,True,9704,0.00153432,171.9389,commonsense:valid_accommodation
gemma,solo_direct,107,False,True,True,True,10284,0.00151292,88.2484,hard:valid_cost
gemma,solo_direct,108,False,True,True,True,10731,0.00155503,92.649,hard:valid_cost
gemma,solo_direct,109,False,True,True,True,11208,0.0024249,86.3353,hard:valid_cost
gemma,solo_direct,110,False,True,True,True,9930,0.0021741,68.3415,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,solo_direct,111,True,True,True,True,10275,0.0014875,104.2057,
gemma,solo_direct,112,False,True,True,True,9686,0.00154168,256.355,commonsense:valid_accommodation
gemma,solo_direct,113,False,True,True,True,10808,0.00169018,208.2447,commonsense:valid_accommodation
gemma,solo_direct,114,False,True,True,True,11398,0.00163199,101.2193,commonsense:valid_info_current_city
gemma,solo_direct,115,False,True,True,True,10529,0.00165554,134.9971,commonsense:valid_accommodation
gemma,solo_direct,116,False,True,True,True,10881,0.00169572,242.6136,commonsense:valid_accommodation
gemma,solo_direct,117,True,True,True,True,9409,0.00148548,139.6722,
gemma,solo_direct,118,False,True,True,True,10050,0.00147225,69.9582,commonsense:valid_accommodation
gemma,solo_direct,119,False,True,True,True,9722,0.00153294,151.7628,commonsense:valid_transportation
gemma,solo_direct,120,False,True,True,True,4294,0.0009473,114.7139,hard:valid_cost;hard:valid_cuisine
gemma,solo_direct,121,False,True,True,True,5157,0.00078724,121.7963,hard:valid_cost
gemma,solo_direct,122,False,True,True,True,5371,0.00076423,53.807,hard:valid_cost
gemma,solo_direct,123,False,True,True,True,5535,0.00078755,66.6854,hard:valid_cost
gemma,solo_direct,124,False,True,True,True,6369,0.00096056,137.9566,hard:valid_cost;hard:valid_cuisine
gemma,solo_direct,125,False,True,True,True,4975,0.00071175,47.0318,commonsense:valid_restaurants;hard:valid_cost
gemma,solo_direct,126,True,True,True,True,4984,0.00072092,67.5919,
gemma,solo_direct,127,False,True,True,True,5780,0.0008154,46.4105,hard:valid_cost
gemma,solo_direct,128,False,True,True,True,5038,0.00073169,71.3757,hard:valid_cost
gemma,solo_direct,129,False,True,True,True,4734,0.0007314,65.8836,hard:valid_cost;hard:valid_cuisine
gemma,solo_direct,130,False,True,True,True,6109,0.00085817,42.4314,hard:valid_cost
gemma,solo_direct,131,False,True,True,True,5970,0.0008446,107.714,hard:valid_cost
gemma,solo_direct,132,False,True,True,True,5867,0.00083546,92.2314,hard:valid_cost
gemma,solo_direct,133,False,True,True,True,5796,0.00087436,93.0702,hard:valid_cost
gemma,solo_direct,134,False,True,True,True,5781,0.00081378,48.0684,hard:valid_cost
gemma,solo_direct,135,False,True,True,True,6071,0.0012955,109.9443,hard:valid_cost
gemma,solo_direct,136,False,True,True,True,5305,0.0011396,46.7927,hard:valid_cost
gemma,solo_direct,137,False,True,True,True,5029,0.00071777,52.7861,hard:valid_cost;hard:valid_cuisine
gemma,solo_direct,138,False,True,True,True,5021,0.00072323,51.5162,hard:valid_cost
gemma,solo_direct,139,False,True,True,True,6329,0.00088877,58.1225,hard:valid_cost;hard:valid_cuisine
gemma,solo_direct,140,False,True,True,True,8463,0.00120369,91.5465,hard:valid_cost
gemma,solo_direct,141,False,True,True,True,8659,0.00123642,61.6564,hard:valid_cost
gemma,solo_direct,142,False,True,True,True,8542,0.00121171,93.4594,commonsense:not_absent
gemma,solo_direct,143,False,True,True,True,6477,0.00103132,126.0711,hard:valid_cost
gemma,solo_direct,144,False,True,True,True,6031,0.00090828,63.2923,hard:valid_cost
gemma,solo_direct,145,True,True,True,True,7130,0.00105115,74.1852,
gemma,solo_direct,146,False,True,True,True,7158,0.00103929,54.6529,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_direct,147,False,True,True,True,6773,0.00106444,77.6319,commonsense:valid_restaurants;hard:valid_cost
gemma,solo_direct,148,False,True,True,True,6093,0.00090684,64.9908,commonsense:valid_transportation;hard:valid_cost
gemma,solo_direct,149,False,True,True,True,7615,0.00110845,76.6092,hard:valid_cost
gemma,solo_direct,150,False,True,True,True,8433,0.0013023,147.5085,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_direct,151,True,True,True,True,6950,0.00110378,93.3076,
gemma,solo_direct,152,False,True,True,True,7898,0.00114174,43.2505,commonsense:valid_accommodation
gemma,solo_direct,153,False,True,True,True,8753,0.0018916,95.6349,hard:valid_cost
gemma,solo_direct,154,False,True,True,True,7256,0.0011396,66.968,hard:valid_cost
gemma,solo_direct,155,False,True,True,True,7223,0.00112692,124.7046,hard:valid_cost
gemma,solo_direct,156,False,True,True,True,7521,0.00108673,133.252,hard:valid_cost
gemma,solo_direct,157,False,True,True,True,9084,0.00138252,110.6939,hard:valid_cost
gemma,solo_direct,158,False,True,True,True,8625,0.00123425,100.2004,hard:valid_cost
gemma,solo_direct,159,False,True,True,True,5922,0.0013293,233.2393,hard:valid_cost
gemma,solo_direct,160,False,True,True,True,8999,0.00133637,62.1985,hard:valid_cost
gemma,solo_direct,161,False,True,True,True,9311,0.00146344,101.8578,commonsense:valid_restaurants;hard:valid_cost
gemma,solo_direct,162,True,True,True,True,10048,0.00221,284.7466,
gemma,solo_direct,163,False,True,True,True,8677,0.00129776,81.4507,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_direct,164,False,True,True,True,11124,0.00160637,72.9523,hard:valid_cost
gemma,solo_direct,165,False,True,True,True,8250,0.0012495,63.8653,hard:valid_cost
gemma,solo_direct,166,False,True,True,True,10315,0.0015087,68.2958,hard:valid_cost
gemma,solo_direct,167,False,True,True,True,9681,0.00152824,79.889,commonsense:valid_transportation
gemma,solo_direct,168,True,True,True,True,8285,0.0018679,209.5325,
gemma,solo_direct,169,False,True,True,True,11337,0.0024456,172.2954,commonsense:valid_accommodation
gemma,solo_direct,170,False,True,True,True,11785,0.0016798,122.8472,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_direct,171,False,True,True,True,10643,0.00155434,129.3389,hard:valid_cost
gemma,solo_direct,172,False,True,True,True,8879,0.00142064,209.4043,hard:valid_cost
gemma,solo_direct,173,True,True,True,True,8423,0.00136018,210.5199,
gemma,solo_direct,174,True,True,True,True,8605,0.00138306,180.765,
gemma,solo_direct,175,True,True,True,True,9418,0.00148674,229.9126,
gemma,solo_direct,176,False,True,True,True,10024,0.0022046,153.8541,commonsense:valid_accommodation
gemma,solo_direct,177,False,True,True,True,10501,0.00163082,78.6165,commonsense:valid_transportation
gemma,solo_direct,178,False,True,True,True,11510,0.0016488,117.9272,commonsense:valid_accommodation
gemma,solo_direct,179,False,True,True,True,10370,0.00160494,166.6759,hard:valid_cost
gemma,solo_self_refine,90,True,True,True,True,17256,0.0031252800000000002,122.4665,
gemma,solo_self_refine,91,False,True,True,True,19510,0.00298022,225.3029,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_self_refine,92,False,True,True,True,16877,0.0024492100000000003,71.9277,hard:valid_cost
gemma,solo_self_refine,93,True,True,True,True,7957,0.00122604,56.4312,
gemma,solo_self_refine,94,False,True,True,True,16472,0.0025023,115.2291,commonsense:valid_restaurants;commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost
gemma,solo_self_refine,95,False,True,True,True,16594,0.0030742599999999997,137.9659,commonsense:valid_info_sandbox;commonsense:valid_transportation;commonsense:valid_accommodation
gemma,solo_self_refine,96,False,True,True,True,16784,0.00249947,160.6124,commonsense:valid_info_sandbox
gemma,solo_self_refine,97,True,True,True,True,7985,0.0011543,68.4669,
gemma,solo_self_refine,98,False,True,True,True,16715,0.00249262,114.311,hard:valid_cost
gemma,solo_self_refine,99,False,True,True,True,16100,0.00248769,94.022,hard:valid_cost;hard:valid_room_type
gemma,solo_self_refine,100,True,True,True,True,9365,0.0020728,63.4626,
gemma,solo_self_refine,101,False,True,True,True,20239,0.00379248,179.3546,hard:valid_cost
gemma,solo_self_refine,102,False,True,True,True,20690,0.00324656,187.6021,hard:valid_cost
gemma,solo_self_refine,103,True,True,True,True,9155,0.00147176,112.3601,
gemma,solo_self_refine,104,False,True,True,True,21853,0.0034314799999999998,172.0387,commonsense:valid_info_current_city;commonsense:reasonable_city_route;commonsense:valid_transportation;commonsense:not_absent
gemma,solo_self_refine,105,False,True,True,True,21566,0.00336998,148.4,commonsense:valid_restaurants
gemma,solo_self_refine,106,False,True,True,True,21258,0.00321743,145.9513,commonsense:valid_accommodation
gemma,solo_self_refine,107,False,True,True,True,22424,0.0032882600000000003,97.8267,hard:valid_cost
gemma,solo_self_refine,108,False,True,True,True,23097,0.00355215,123.6723,commonsense:valid_transportation;hard:valid_cost
gemma,solo_self_refine,109,False,True,True,True,24082,0.0035762800000000003,110.4401,hard:valid_cost
gemma,solo_self_refine,110,False,True,True,True,21519,0.00312316,151.357,commonsense:valid_transportation
gemma,solo_self_refine,111,True,True,True,True,10290,0.00159842,85.1107,
gemma,solo_self_refine,112,False,True,True,True,21276,0.00324258,147.5299,commonsense:valid_accommodation
gemma,solo_self_refine,113,False,True,True,True,23512,0.00434124,377.773,commonsense:valid_accommodation
gemma,solo_self_refine,114,False,True,True,True,24612,0.00378628,169.5888,commonsense:valid_transportation
gemma,solo_self_refine,115,False,True,True,True,23002,0.00418481,58.0355,commonsense:valid_accommodation
gemma,solo_self_refine,116,False,True,True,True,23626,0.0035534900000000003,100.3548,commonsense:valid_accommodation
gemma,solo_self_refine,117,False,True,True,True,20477,0.0032661599999999997,97.8164,commonsense:valid_transportation
gemma,solo_self_refine,118,False,True,True,True,21911,0.00329925,206.4235,commonsense:valid_accommodation
gemma,solo_self_refine,119,False,True,True,True,21251,0.0033173400000000002,141.6192,commonsense:valid_info_current_city;commonsense:reasonable_city_route;commonsense:valid_transportation
gemma,solo_self_refine,120,False,True,True,True,9623,0.00151076,113.8757,hard:valid_cost;hard:valid_cuisine
gemma,solo_self_refine,121,False,True,True,True,11258,0.0020593,78.6417,hard:valid_cost
gemma,solo_self_refine,122,False,True,True,True,11668,0.00171384,64.9831,hard:valid_cost
gemma,solo_self_refine,123,False,True,True,True,12037,0.00177019,43.6181,hard:valid_cost
gemma,solo_self_refine,124,False,True,True,True,13759,0.0019455599999999998,72.706,hard:valid_cost;hard:valid_cuisine
gemma,solo_self_refine,125,False,True,True,True,10933,0.0019347,76.169,commonsense:valid_restaurants;hard:valid_cost
gemma,solo_self_refine,126,True,True,True,True,5001,0.00077658,38.952,
gemma,solo_self_refine,127,False,True,True,True,12570,0.0022892,89.2478,hard:valid_cost
gemma,solo_self_refine,128,False,True,True,True,11143,0.00167449,47.052,hard:valid_cost
gemma,solo_self_refine,129,False,True,True,True,10417,0.00154885,55.8968,hard:valid_cost;hard:valid_cuisine
gemma,solo_self_refine,130,False,True,True,True,13254,0.00200359,121.6489,hard:valid_cost
gemma,solo_self_refine,131,False,True,True,True,12922,0.00182686,67.7194,hard:valid_cost
gemma,solo_self_refine,132,True,True,True,True,5872,0.0012587,63.6415,
gemma,solo_self_refine,133,False,True,True,True,12516,0.00222368,57.7066,hard:valid_cost
gemma,solo_self_refine,134,False,True,True,True,12550,0.00183545,75.5764,hard:valid_cost
gemma,solo_self_refine,135,False,True,True,True,13128,0.00275786,54.91,hard:valid_cost
gemma,solo_self_refine,136,False,True,True,True,11555,0.00213438,68.8798,hard:valid_cost
gemma,solo_self_refine,137,False,True,True,True,11043,0.00173394,144.0095,commonsense:reasonable_city_route;hard:valid_cost;hard:valid_cuisine
gemma,solo_self_refine,138,False,True,True,True,11005,0.00202106,110.3008,hard:valid_cost
gemma,solo_self_refine,139,False,True,True,True,13618,0.0019686599999999997,46.0045,commonsense:reasonable_city_route;hard:valid_cost;hard:valid_cuisine
gemma,solo_self_refine,140,False,True,True,True,18234,0.00267909,91.9361,hard:valid_cost
gemma,solo_self_refine,141,False,True,True,True,18782,0.00279298,106.2197,commonsense:valid_restaurants;hard:valid_cost
gemma,solo_self_refine,142,False,True,True,True,18523,0.00272849,82.0301,commonsense:not_absent
gemma,solo_self_refine,143,False,True,True,True,14379,0.00212077,53.2046,hard:valid_cost
gemma,solo_self_refine,144,False,True,True,True,13504,0.0020888,87.0403,hard:valid_cost
gemma,solo_self_refine,145,True,True,True,True,7169,0.0015901,76.5457,
gemma,solo_self_refine,146,False,True,True,True,15723,0.0023657599999999997,76.3195,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_self_refine,147,False,True,True,True,14922,0.0023869399999999997,143.5458,hard:valid_cost
gemma,solo_self_refine,148,False,True,True,True,13761,0.0021366,129.6974,commonsense:valid_transportation;hard:valid_cost
gemma,solo_self_refine,149,False,True,True,True,16724,0.00252444,86.0912,hard:valid_cost
gemma,solo_self_refine,150,False,True,True,True,18319,0.00262647,70.7606,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_self_refine,151,True,True,True,True,6969,0.0015459,67.3721,
gemma,solo_self_refine,152,False,True,True,True,17193,0.00265922,162.5786,commonsense:valid_accommodation
gemma,solo_self_refine,153,False,True,True,True,18913,0.00280612,122.1769,hard:valid_cost
gemma,solo_self_refine,154,False,True,True,True,15912,0.0029940799999999997,90.3207,commonsense:reasonable_city_route;commonsense:not_absent
gemma,solo_self_refine,155,False,True,True,True,15780,0.0022839,69.6481,hard:valid_cost
gemma,solo_self_refine,156,False,True,True,True,16407,0.0024611800000000003,115.002,hard:valid_cost
gemma,solo_self_refine,157,False,True,True,True,19501,0.00286681,105.0456,hard:valid_cost
gemma,solo_self_refine,158,False,True,True,True,18594,0.00275267,93.2499,hard:valid_cost
gemma,solo_self_refine,159,False,True,True,True,13222,0.00203723,90.2589,hard:valid_cost
gemma,solo_self_refine,160,False,True,True,True,19816,0.0029168299999999996,86.9953,hard:valid_cost
gemma,solo_self_refine,161,False,True,True,True,20423,0.0037310100000000003,65.3925,commonsense:valid_restaurants
gemma,solo_self_refine,162,True,True,True,True,10053,0.002208,38.1223,
gemma,solo_self_refine,163,False,True,True,True,19169,0.00292976,72.768,hard:valid_cost
gemma,solo_self_refine,164,False,True,True,True,24086,0.00446236,115.6197,hard:valid_cost
gemma,solo_self_refine,165,False,True,True,True,18319,0.0028267500000000003,168.5929,hard:valid_cost
gemma,solo_self_refine,166,False,True,True,True,22472,0.00345903,78.7972,hard:valid_cost
gemma,solo_self_refine,167,False,True,True,True,21215,0.00332968,162.4624,commonsense:valid_transportation
gemma,solo_self_refine,168,True,True,True,True,8295,0.00125285,36.0722,
gemma,solo_self_refine,169,False,True,True,True,24422,0.0037451200000000002,184.6744,commonsense:valid_accommodation
gemma,solo_self_refine,170,False,True,True,True,25282,0.0038582399999999998,115.1778,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_self_refine,171,False,True,True,True,23097,0.00358491,180.2876,hard:valid_cost
gemma,solo_self_refine,172,False,True,True,True,19625,0.00301138,114.8254,hard:valid_cost
gemma,solo_self_refine,173,True,True,True,True,8444,0.00127322,38.7225,
gemma,solo_self_refine,174,True,True,True,True,8616,0.00129058,53.4497,
gemma,solo_self_refine,175,True,True,True,True,9453,0.0020907,78.8372,
gemma,solo_self_refine,176,False,True,True,True,21914,0.00342624,96.3298,commonsense:valid_accommodation
gemma,solo_self_refine,177,False,True,True,True,22760,0.00352492,97.6957,commonsense:valid_transportation
gemma,solo_self_refine,178,False,True,True,True,24730,0.00450852,105.0919,commonsense:valid_accommodation
gemma,solo_self_refine,179,False,True,True,True,22432,0.00420944,78.4394,hard:valid_cost
gemma,stigmergiagentic_c3,90,False,False,True,False,15765,0.0024657999999999998,0.0,ok
gemma,stigmergiagentic_c3,91,False,False,True,False,18141,0.00324868,0.0,ok
gemma,stigmergiagentic_c3,92,False,True,True,True,30948,0.00464216,0.0,ok
gemma,stigmergiagentic_c3,93,True,True,True,True,15860,0.0028475899999999997,0.0,ok
gemma,stigmergiagentic_c3,94,False,False,True,False,14889,0.0022424100000000002,0.0,ok
gemma,stigmergiagentic_c3,95,False,False,True,False,15194,0.0022813,0.0,ok
gemma,stigmergiagentic_c3,96,False,False,True,False,15431,0.00222378,0.0,ok
gemma,stigmergiagentic_c3,97,True,True,True,True,16077,0.00244139,0.0,ok
gemma,stigmergiagentic_c3,98,True,True,True,True,15489,0.0019062,0.0,ok
gemma,stigmergiagentic_c3,99,False,False,True,False,14755,0.0021389,0.0,ok
gemma,stigmergiagentic_c3,100,True,True,True,True,18695,0.00286224,0.0,ok
gemma,stigmergiagentic_c3,101,False,True,True,True,36660,0.0058468800000000005,0.0,ok
gemma,stigmergiagentic_c3,102,False,True,True,True,37922,0.00589781,0.0,ok
gemma,stigmergiagentic_c3,103,True,True,True,True,18310,0.0027533,0.0,ok
gemma,stigmergiagentic_c3,104,False,False,True,False,19854,0.0030031199999999997,0.0,ok
gemma,stigmergiagentic_c3,105,False,False,True,False,19744,0.00288422,0.0,ok
gemma,stigmergiagentic_c3,106,False,False,True,False,19730,0.0029833999999999998,0.0,ok
gemma,stigmergiagentic_c3,107,False,True,True,True,41298,0.0084989,0.0,ok
gemma,stigmergiagentic_c3,108,False,False,True,False,21420,0.00320741,0.0,ok
gemma,stigmergiagentic_c3,109,False,True,True,True,44849,0.00655577,0.0,ok
gemma,stigmergiagentic_c3,110,False,False,True,False,19843,0.00309964,0.0,ok
gemma,stigmergiagentic_c3,111,True,True,True,True,20550,0.002975,0.0,ok
gemma,stigmergiagentic_c3,112,False,False,True,False,19374,0.00298014,0.0,ok
gemma,stigmergiagentic_c3,113,False,False,True,False,21663,0.00328375,0.0,ok
gemma,stigmergiagentic_c3,114,False,False,True,False,22797,0.00409443,0.0,ok
gemma,stigmergiagentic_c3,115,False,False,True,False,21062,0.00308806,0.0,ok
gemma,stigmergiagentic_c3,116,False,False,True,False,21770,0.0031636,0.0,ok
gemma,stigmergiagentic_c3,117,False,False,True,False,18818,0.0028703599999999998,0.0,ok
gemma,stigmergiagentic_c3,118,False,False,True,False,20099,0.0037878800000000004,0.0,ok
gemma,stigmergiagentic_c3,119,False,False,True,False,19461,0.00286468,0.0,ok
gemma,stigmergiagentic_c3,120,False,True,True,True,17217,0.00262028,0.0,ok
gemma,stigmergiagentic_c3,121,False,True,True,True,20696,0.0031135399999999997,0.0,ok
gemma,stigmergiagentic_c3,122,False,True,True,True,21456,0.0032627999999999997,0.0,ok
gemma,stigmergiagentic_c3,123,False,True,True,True,22136,0.00371374,0.0,ok
gemma,stigmergiagentic_c3,124,False,True,True,True,25526,0.0036475599999999998,0.0,ok
gemma,stigmergiagentic_c3,125,False,False,True,False,9954,0.0015298,0.0,ok
gemma,stigmergiagentic_c3,126,True,True,True,True,9968,0.0014946,0.0,ok
gemma,stigmergiagentic_c3,127,False,True,True,True,23161,0.0037482199999999996,0.0,ok
gemma,stigmergiagentic_c3,128,False,True,True,True,20104,0.00311304,0.0,ok
gemma,stigmergiagentic_c3,129,False,True,True,True,18887,0.0027911999999999998,0.0,ok
gemma,stigmergiagentic_c3,130,False,True,True,True,24460,0.00356118,0.0,ok
gemma,stigmergiagentic_c3,131,False,True,True,True,23916,0.00431126,0.0,ok
gemma,stigmergiagentic_c3,132,False,True,True,True,23521,0.0039041,0.0,ok
gemma,stigmergiagentic_c3,133,False,True,True,True,23218,0.00415704,0.0,ok
gemma,stigmergiagentic_c3,134,False,True,True,True,23156,0.0038585799999999995,0.0,ok
gemma,stigmergiagentic_c3,135,False,True,True,True,24272,0.00354192,0.0,ok
gemma,stigmergiagentic_c3,136,False,True,True,True,21283,0.00358894,0.0,ok
gemma,stigmergiagentic_c3,137,False,True,True,True,20161,0.00303203,0.0,ok
gemma,stigmergiagentic_c3,138,False,True,True,True,20123,0.00300626,0.0,ok
gemma,stigmergiagentic_c3,139,False,True,True,True,25391,0.00415715,0.0,ok
gemma,stigmergiagentic_c3,140,False,True,True,True,33889,0.005087390000000001,0.0,ok
gemma,stigmergiagentic_c3,141,False,True,True,True,34681,0.005858100000000001,0.0,ok
gemma,stigmergiagentic_c3,142,False,False,True,False,25729,0.0044665799999999995,0.0,ok
gemma,stigmergiagentic_c3,143,False,True,True,True,25941,0.00446928,0.0,ok
gemma,stigmergiagentic_c3,144,False,True,True,True,24154,0.00382808,0.0,ok
gemma,stigmergiagentic_c3,145,True,True,True,True,14284,0.00218813,0.0,ok
gemma,stigmergiagentic_c3,146,False,False,True,False,14320,0.00223204,0.0,ok
gemma,stigmergiagentic_c3,147,False,False,True,False,13570,0.0024915,0.0,ok
gemma,stigmergiagentic_c3,148,True,True,True,True,12242,0.00183496,0.0,ok
gemma,stigmergiagentic_c3,149,False,True,True,True,30510,0.004606900000000001,0.0,ok
gemma,stigmergiagentic_c3,150,False,False,True,False,16849,0.00303263,0.0,ok
gemma,stigmergiagentic_c3,151,True,True,True,True,13908,0.0026482800000000003,0.0,ok
gemma,stigmergiagentic_c3,152,False,False,True,False,15750,0.00292472,0.0,ok
gemma,stigmergiagentic_c3,153,False,True,True,True,35033,0.0058419299999999995,0.0,ok
gemma,stigmergiagentic_c3,154,False,True,True,True,29056,0.00456288,0.0,ok
gemma,stigmergiagentic_c3,155,False,True,True,True,28925,0.00428232,0.0,ok
gemma,stigmergiagentic_c3,156,True,True,True,True,30104,0.00450586,0.0,ok
gemma,stigmergiagentic_c3,157,False,True,True,True,36385,0.00492984,0.0,ok
gemma,stigmergiagentic_c3,158,False,True,True,True,34518,0.0058351,0.0,ok
gemma,stigmergiagentic_c3,159,False,True,True,True,23728,0.0041966799999999995,0.0,ok
gemma,stigmergiagentic_c3,160,True,True,True,True,27002,0.0036853800000000003,0.0,ok
gemma,stigmergiagentic_c3,161,False,False,True,False,18774,0.0034852,0.0,ok
gemma,stigmergiagentic_c3,162,True,True,True,True,20093,0.0037895,0.0,ok
gemma,stigmergiagentic_c3,163,False,False,True,False,26051,0.00453858,0.0,ok
gemma,stigmergiagentic_c3,164,False,True,True,True,44712,0.0076829,0.0,ok
gemma,stigmergiagentic_c3,165,False,True,True,True,33010,0.00578536,0.0,ok
gemma,stigmergiagentic_c3,166,False,True,True,True,41215,0.00697914,0.0,ok
gemma,stigmergiagentic_c3,167,False,False,True,False,19360,0.0029522,0.0,ok
gemma,stigmergiagentic_c3,168,True,True,True,True,16571,0.00259586,0.0,ok
gemma,stigmergiagentic_c3,169,False,False,True,False,22855,0.00427632,0.0,ok
gemma,stigmergiagentic_c3,170,False,False,True,False,23582,0.00348806,0.0,ok
